dur,proto,service,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,tcprtt,synack,ackdat,smean,dmean,ct_src_dport_ltm,ct_dst_sport_ltm,ct_flw_http_mthd,attack_cat,label
16.170187,ospf,-,16,0,4352,0,0.927633,2018.5295,0.0,0,0,1290.972,0.0,1493.2582,0.0,0.0,0.0,0.0,272,0,2,2,0,DoS,1
9e-06,any,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
8e-06,merit-inp,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
3e-06,iso-ip,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,5,5,0,DoS,1
5e-06,ttp,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
5e-06,unas,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
1.744352,tcp,http,12,12,1362,3038,13.185412,5728.2017,12772.651,3,3,158.48518,151.045,10814.568,391.39868,0.135749,0.082853,0.052896,114,253,1,1,1,DoS,1
4e-06,larp,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
7e-06,unas,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
5e-06,dcn,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
1.279335,ospf,-,28,0,3024,0,21.104713,18234.473,0.0,0,0,47.38278,0.0,52.64421,0.0,0.0,0.0,0.0,108,0,1,1,0,DoS,1
0.225453,tcp,http,10,8,782,966,75.40374,24980.816,30019.56,2,2,25.050333,30.636429,1361.5939,54.857582,0.050986,0.006416,0.04457,78,121,1,1,1,DoS,1
0.814601,tcp,-,20,18,2556,2288,45.42101,23854.623,21222.66,7,7,42.873734,47.24459,2043.5105,55.137512,0.057801,0.010753,0.047048,128,127,1,1,0,DoS,1
7e-06,unas,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
3e-06,ggp,-,2,0,180,0,333333.3,239999980.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,90,0,4,3,0,DoS,1
6.194809,ospf,-,82,0,5248,0,13.075464,6694.637,0.0,0,0,76.479126,0.0,111.58049,0.0,0.0,0.0,0.0,64,0,1,1,0,DoS,1
48.784843,tcp,smtp,7292,1106,9654877,48426,172.12314,1583041.4,7934.1035,3643,8,6.699375,44.140617,957.79706,60.5649,0.034816,0.008929,0.025887,1324,44,1,1,0,DoS,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
3e-06,hmp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
8e-06,mhrp,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
11.32145,rvd,-,4,0,400,0,0.264984,211.98697,0.0,0,0,3773.8167,0.0,5336.978,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1.616898,tcp,http,10,10,822,1386,11.750896,3661.3318,6174.7866,2,2,179.54378,170.84833,10115.272,282.2876,0.149414,0.079259,0.070155,82,139,1,1,1,DoS,1
1e-05,trunk-1,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
7e-06,gmtp,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
9e-06,ospf,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
8e-06,udp,-,2,0,82,0,125000.0,41000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,41,0,1,1,0,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1.325143,pim,-,8,0,480,0,5.282449,2535.5754,0.0,0,0,189.30614,0.0,422.25983,0.0,0.0,0.0,0.0,60,0,1,1,0,DoS,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1.290351,udp,-,4,6,1444,2832,6.974846,6714.452,14631.678,0,0,430.117,134.981,608.26385,171.00008,0.0,0.0,0.0,361,472,2,2,0,DoS,1
1e-06,unas,-,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
0.186279,tcp,-,10,6,468,268,80.524376,18123.354,9619.979,2,1,19.142221,35.8062,1025.435,61.71692,0.05411,0.007239,0.046871,47,45,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
0.315915,sctp,-,2,2,152,82,9.496226,1924.5684,1038.254,0,0,0.009,0.004,0.0,0.0,0.0,0.0,0.0,76,41,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
9e-06,ippc,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
7e-06,sctp,-,2,0,78,0,142857.14,44571428.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,39,0,1,1,0,DoS,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
0.825737,tcp,http,10,6,2756,268,18.16559,24036.709,2170.1826,2,1,91.44933,141.421,5169.2,230.62303,0.190755,0.118631,0.072124,276,45,1,1,1,DoS,1
59.656837,ospf,-,48,0,5184,0,0.787839,680.6931,0.0,0,0,1311.1508,0.0,1516.4514,0.0,0.0,0.0,0.0,108,0,1,1,0,DoS,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
9e-06,sep,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
8e-06,sctp,-,2,0,640,0,125000.0,320000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,320,0,1,1,0,DoS,1
9e-06,aes-sp3-d,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
0.276292,tcp,http,10,6,1778,268,54.29039,46356.754,6485.8916,2,1,29.751778,44.784397,1529.7887,72.82549,0.089817,0.052361,0.037456,178,45,1,1,1,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
8e-06,stp,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
3e-06,isis,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,5,5,0,DoS,1
0.016623,udp,dns,2,2,120,242,180.47284,28875.654,58232.57,0,0,0.032,0.008,0.0,0.0,0.0,0.0,0.0,60,121,1,1,0,DoS,1
0.625663,tcp,http,10,6,3170,268,23.974567,36479.703,2864.1619,2,1,69.40011,112.299,3635.3733,182.1402,0.091344,0.064162,0.027182,317,45,1,1,1,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1e-05,rsvp,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
1.129132,tcp,-,12,10,1002,802,18.598356,6511.196,5115.4336,3,2,99.36245,117.08566,5455.3237,192.6124,0.153225,0.075358,0.077867,84,80,1,1,0,DoS,1
1.4e-05,mobile,-,1,0,60,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,3,3,0,DoS,1
1e-05,qnx,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
1.9e-05,ip,-,2,0,180,0,52631.582,37894740.0,0.0,0,0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,90,0,2,1,0,DoS,1
9e-06,sm,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,5,5,0,DoS,1
0.694832,tcp,http,54,12,62197,526,93.54779,702857.6,5561.056,24,1,12.496981,58.02355,1278.7778,76.75165,0.145507,0.056564,0.088943,1152,44,1,1,1,DoS,1
3e-06,ip,-,2,0,180,0,333333.3,239999980.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,90,0,4,3,0,DoS,1
7e-06,unas,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
0.075624,udp,dns,2,2,140,834,39.66995,7405.057,44112.98,0,0,0.014,0.015,0.0,0.0,0.0,0.0,0.0,70,417,1,1,0,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
5.052801,ospf,-,42,0,2688,0,8.114311,4154.5273,0.0,0,0,123.239044,0.0,140.32545,0.0,0.0,0.0,0.0,64,0,1,1,0,DoS,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
9e-06,ax.25,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
1.549142,tcp,-,10,8,466,354,10.973816,2168.9426,1600.8861,2,1,172.12689,204.56686,10967.018,466.76852,0.204742,0.082089,0.122653,47,44,1,1,0,DoS,1
59.353832,ospf,-,54,0,5832,0,0.89295,771.5087,0.0,0,0,1120.0834,0.0,1982.2291,0.0,0.0,0.0,0.0,108,0,1,1,0,DoS,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
3e-06,cftp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
58.88146,ospf,-,68,0,18496,0,1.137879,2476.0256,0.0,0,0,919.7708,0.0,1146.8843,0.0,0.0,0.0,0.0,272,0,2,2,0,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
3e-06,etherip,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
1.470918,tcp,http,26,122,1454,156043,99.937584,7608.8535,841727.4,2,59,58.83672,11.654785,2882.3547,1443.4076,0.123421,0.060001,0.06342,56,1279,1,1,1,DoS,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
7.181731,tcp,-,52,216,2466,271874,37.177666,2694.615,301449.3,6,106,140.7981,32.987766,9269.761,4306.748,0.20626,0.089352,0.116908,47,1259,1,1,0,DoS,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
7e-06,irtp,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
1.512225,mux,-,4,0,400,0,1.983832,1587.0654,0.0,0,0,504.075,0.0,712.8669,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
0.942167,tcp,http,10,10,932,2136,20.166277,7124.0024,16328.315,2,2,104.68522,88.60978,6346.133,150.36641,0.190097,0.11566,0.074437,93,214,1,1,1,DoS,1
9e-06,ipnip,-,2,0,180,0,111111.11,80000000.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,90,0,2,2,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,5,5,0,DoS,1
1e-05,ospf,-,2,0,544,0,100000.0,217600000.0,0.0,0,0,1118.1925,0.0,1118.1825,0.0,0.0,0.0,0.0,272,0,1,1,0,DoS,1
5e-06,ttp,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
1e-05,sun-nd,-,1,0,60,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,1,1,0,DoS,1
0.669272,tcp,http,10,8,824,1222,25.400734,8869.339,12790.017,2,2,74.363556,85.89114,3706.3403,129.40598,0.18886,0.066996,0.121864,82,153,1,1,1,DoS,1
0.64512,tcp,-,10,6,1596,268,23.251488,17819.94,2777.7776,2,1,69.76867,118.8614,3550.8477,193.97719,0.20778,0.050805,0.156975,160,45,1,1,0,DoS,1
2e-06,emcon,-,2,0,180,0,500000.0,360000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,90,0,9,9,0,DoS,1
1.417744,tcp,http,10,10,920,2188,13.401573,4672.2114,11116.252,2,2,157.52711,148.45589,9963.608,232.22806,0.159414,0.080917,0.078497,92,219,1,1,1,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1.2e-05,udp,dhcp,2,0,1152,0,83333.33,384000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,576,0,1,1,0,DoS,1
1e-06,mtp,-,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1.223408,tcp,pop3,28,70,1276,69726,79.28671,8049.645,449433.06,7,33,45.31141,17.376652,2305.8396,1430.956,0.057786,0.018807,0.038979,46,996,1,1,0,DoS,1
0.292284,tcp,http,10,8,858,1274,58.162605,21157.504,30518.262,2,2,32.476,36.69,1577.1869,50.737423,0.092716,0.0347,0.058016,86,159,1,1,1,DoS,1
0.33557,tcp,http,10,6,862,268,44.70006,18499.865,5340.1675,2,1,35.960445,61.7098,1768.6177,85.03888,0.056886,0.027011,0.029875,86,45,1,1,1,DoS,1
1e-06,mtp,-,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
2e-06,unas,-,2,0,200,0,500000.0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
9e-06,vines,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
1e-06,xnet,-,2,0,180,0,1000000.0,720000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,90,0,2,2,0,DoS,1
1.568451,tcp,smtp,20,18,2824,1270,23.590153,13684.839,6120.6885,6,7,82.55005,91.77406,4812.749,148.73671,0.038054,0.007251,0.030803,141,71,1,1,0,DoS,1
59.4238,ospf,-,32,0,3456,0,0.521676,450.7285,0.0,0,0,1916.8966,0.0,2320.7651,0.0,0.0,0.0,0.0,108,0,1,1,0,DoS,1
8e-06,igp,-,2,0,180,0,125000.0,90000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,90,0,9,9,0,DoS,1
5e-06,ttp,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
53.082527,ospf,-,20,0,2160,0,0.357933,309.2543,0.0,0,0,2975.1626,0.0,3178.281,0.0,0.0,0.0,0.0,108,0,1,1,0,DoS,1
1.945447,tcp,smtp,22,20,2673,1718,21.074848,10494.246,6715.1665,8,8,92.640335,96.49915,4462.7954,126.16473,0.120421,0.081199,0.039222,122,86,1,1,0,DoS,1
5e-06,unas,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
1.112239,tcp,dns,10,10,518,712,17.082659,3358.9902,4610.52,2,2,123.48156,119.32734,6673.1167,251.1243,0.160618,0.038285,0.122333,52,71,1,1,0,DoS,1
2e-06,bna,-,2,0,200,0,500000.0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
7e-06,compaq-peer,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
7e-06,iatp,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
2.794031,tcp,-,24,24,3448,3192,16.821575,9463.03,8758.672,9,9,121.47961,118.37278,6091.3237,165.44276,0.233303,0.070822,0.162481,144,133,1,1,0,DoS,1
8e-06,ippc,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1e-06,udp,-,2,0,142,0,1000000.0,568000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,71,0,1,1,0,DoS,1
3e-06,wb-mon,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
13.753861,ospf,-,20,0,1280,0,1.38143,707.2923,0.0,0,0,723.88745,0.0,830.38104,0.0,0.0,0.0,0.0,64,0,1,1,0,DoS,1
7e-06,udp,-,2,0,336,0,142857.14,192000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,168,0,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
0.23472,sctp,-,4,2,536,440,21.301975,13701.431,7498.2954,0,0,78.24,0.004,110.63817,0.0,0.0,0.0,0.0,134,220,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
1e-06,nvp,-,2,0,180,0,1000000.0,720000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,90,0,8,8,0,DoS,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
0.822108,tcp,-,10,8,600,354,20.678549,5254.784,3016.6355,2,1,91.34533,111.61371,6881.917,171.73863,0.055006,0.033127,0.021879,60,44,1,1,0,DoS,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
0.488204,tcp,-,12,10,716,554,43.014805,10765.991,8176.9097,3,2,43.375183,48.91367,3145.1406,95.832436,0.093642,0.047972,0.04567,60,55,1,1,0,DoS,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
5e-06,tcf,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
5e-06,egp,-,2,0,180,0,200000.0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,90,0,7,7,0,DoS,1
9e-06,encap,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,DoS,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
3e-06,sctp,-,2,0,104,0,333333.3,138666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,52,0,1,1,0,DoS,1
9e-06,ipv6,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
8e-06,irtp,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
4e-06,pgm,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
0.22268,tcp,http,10,6,574,268,67.36124,18573.738,8047.4224,2,1,21.56011,42.873604,1107.9835,60.626755,0.057463,0.008303,0.04916,57,45,1,1,1,DoS,1
9e-06,tcf,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,DoS,1
7e-06,unas,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
8e-06,egp,-,2,0,180,0,125000.0,90000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,90,0,9,9,0,DoS,1
0.295888,tcp,http,10,8,834,1304,57.45417,20304.98,30849.51,2,2,32.876446,31.224714,1617.1915,46.19077,0.039909,0.02586,0.014049,83,163,1,1,1,DoS,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1e-06,unas,-,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,DoS,1
1e-05,sctp,-,2,0,152,0,100000.0,60800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,76,0,1,1,0,DoS,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,DoS,1
